# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1008680	1010440	+	WP_000227862.1	WP_000227862.1		DNA primase	dnaG		LXA46_RS05025	1761	586	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1010443	1011552	+					rpoD		LXA46_RS05030	1110		old_locus_tag=LXA46_05020
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1010443	1011552	+	WP_000201898.1	WP_000201898.1		RNA polymerase sigma factor RpoD	rpoD		LXA46_RS05030	1110	369	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1011566	1011895	+							LXA46_RS05035	330		old_locus_tag=LXA46_05025
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1011566	1011895	+	WP_000331928.1	WP_000331928.1		metal-sulfur cluster assembly factor			LXA46_RS05035	330	109	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1012010	1013053	+					cpoA		LXA46_RS05040	1044		old_locus_tag=LXA46_05030
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1012010	1013053	+	WP_000412280.1	WP_000412280.1		alpha-galactosylglucosyldiacylglycerol synthase	cpoA		LXA46_RS05040	1044	347	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1013069	1014394	+							LXA46_RS05045	1326		old_locus_tag=LXA46_05035
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1013069	1014394	+	WP_001219427.1	WP_001219427.1		glycosyltransferase family 4 protein			LXA46_RS05045	1326	441	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1014425	1014601	+							LXA46_RS05050	177		old_locus_tag=LXA46_05040
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1014425	1014601	+	WP_001256250.1	WP_001256250.1		PspC domain-containing protein			LXA46_RS05050	177	58	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1014660	1014794	+							LXA46_RS05055	135		old_locus_tag=LXA46_05045
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1014660	1014794	+	WP_000863859.1	WP_000863859.1		DUF4044 domain-containing protein			LXA46_RS05055	135	44	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1014858	1016168	+					obgE		LXA46_RS05060	1311		old_locus_tag=LXA46_05050
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1014858	1016168	+	WP_000061641.1	WP_000061641.1		GTPase ObgE	obgE		LXA46_RS05060	1311	436	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1016178	1016336	+							LXA46_RS05065	159		old_locus_tag=LXA46_05055
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1016178	1016336	+	WP_001808548.1	WP_001808548.1		hypothetical protein			LXA46_RS05065	159	52	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1017211	1017336	-							LXA46_RS10930	126		
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1017211	1017336	-	WP_001818214.1	WP_001818214.1		hypothetical protein			LXA46_RS10930	126	41	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1017479	1018738	+							LXA46_RS05070	1260		old_locus_tag=LXA46_05060
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1017479	1018738	+	WP_001227083.1	WP_001227083.1		UDP-N-acetylglucosamine 1-carboxyvinyltransferase			LXA46_RS05070	1260	419	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1018754	1019305	+							LXA46_RS05075	552		old_locus_tag=LXA46_05065
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1018754	1019305	+	WP_001028732.1	WP_001028732.1		GNAT family N-acetyltransferase			LXA46_RS05075	552	183	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1019298	1020575	+					spxR		LXA46_RS05080	1278		old_locus_tag=LXA46_05070
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1019298	1020575	+	WP_000033830.1	WP_000033830.1		CBS-HotDog domain-containing transcription factor SpxR	spxR		LXA46_RS05080	1278	425	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1020591	1021451	+							LXA46_RS05085	861		old_locus_tag=LXA46_05075
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1020591	1021451	+	WP_000631543.1	WP_000631543.1		methionyl aminopeptidase			LXA46_RS05085	861	286	
gene	pseudogene	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1021831	1022634	+							LXA46_RS05090	804		pseudo;old_locus_tag=LXA46_05080
CDS	without_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1021831	1022634	+				IS5 family transposase			LXA46_RS05090	804		pseudo
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1022825	1025116	+					pcrA		LXA46_RS05095	2292		old_locus_tag=LXA46_05085
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1022825	1025116	+	WP_000992862.1	WP_000992862.1		DNA helicase PcrA	pcrA		LXA46_RS05095	2292	763	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1025159	1025839	+					radC		LXA46_RS05100	681		old_locus_tag=LXA46_05090
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1025159	1025839	+	WP_000286922.1	WP_000286922.1		DNA repair protein RadC	radC		LXA46_RS05100	681	226	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1025836	1026525	-							LXA46_RS05105	690		old_locus_tag=LXA46_05095
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1025836	1026525	-	WP_000743330.1	WP_000743330.1		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein			LXA46_RS05105	690	229	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1026543	1027184	-							LXA46_RS05110	642		old_locus_tag=LXA46_05100
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1026543	1027184	-	WP_000653403.1	WP_000653403.1		redox-sensing transcriptional repressor Rex			LXA46_RS05110	642	213	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1027267	1027482	-							LXA46_RS05115	216		old_locus_tag=LXA46_05105
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1027267	1027482	-	WP_000462487.1	WP_000462487.1		DUF4649 family protein			LXA46_RS05115	216	71	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1027490	1027837	-							LXA46_RS05120	348		old_locus_tag=LXA46_05110
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1027490	1027837	-	WP_000863509.1	WP_000863509.1		DUF1831 domain-containing protein			LXA46_RS05120	348	115	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1027842	1028957	-							LXA46_RS05125	1116		old_locus_tag=LXA46_05115
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1027842	1028957	-	WP_000639669.1	WP_000639669.1		cysteine desulfurase family protein			LXA46_RS05125	1116	371	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1028967	1029926	-							LXA46_RS05130	960		old_locus_tag=LXA46_05120
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1028967	1029926	-	WP_001283813.1	WP_001283813.1		ribose-phosphate diphosphokinase			LXA46_RS05130	960	319	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1030039	1030608	-							LXA46_RS05135	570		old_locus_tag=LXA46_05125
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1030039	1030608	-	WP_000681292.1	WP_000681292.1		CYTH domain-containing protein			LXA46_RS05135	570	189	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1030736	1031407	+							LXA46_RS05140	672		old_locus_tag=LXA46_05130
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1030736	1031407	+	WP_000171676.1	WP_000171676.1		GTP pyrophosphokinase family protein			LXA46_RS05140	672	223	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1031391	1032209	+							LXA46_RS05145	819		old_locus_tag=LXA46_05135
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1031391	1032209	+	WP_000799053.1	WP_000799053.1		NAD kinase			LXA46_RS05145	819	272	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1032206	1033102	+							LXA46_RS05150	897		old_locus_tag=LXA46_05140
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1032206	1033102	+	WP_001210007.1	WP_001210007.1		RluA family pseudouridine synthase			LXA46_RS05150	897	298	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1033146	1034120	+					pta		LXA46_RS05155	975		old_locus_tag=LXA46_05145
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1033146	1034120	+	WP_000451584.1	WP_000451584.1		phosphate acetyltransferase	pta		LXA46_RS05155	975	324	
gene	pseudogene	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1034382	1035708	-							LXA46_RS05160	1327		pseudo;old_locus_tag=LXA46_05150
CDS	without_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1034382	1035708	-				ISL3 family transposase			LXA46_RS05160	1327		pseudo
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1035889	1036188	-							LXA46_RS05165	300		old_locus_tag=LXA46_05155
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1035889	1036188	-	WP_000981526.1	WP_000981526.1		YbaB/EbfC family nucleoid-associated protein			LXA46_RS05165	300	99	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1036590	1037294	+							LXA46_RS05170	705		old_locus_tag=LXA46_05160
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1036590	1037294	+	WP_000509042.1	WP_000509042.1		YoaK family protein			LXA46_RS05170	705	234	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1037476	1037790	+					rplU		LXA46_RS05175	315		old_locus_tag=LXA46_05165
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1037476	1037790	+	WP_000109141.1	WP_000109141.1		50S ribosomal protein L21	rplU		LXA46_RS05175	315	104	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1037806	1038150	+							LXA46_RS05180	345		old_locus_tag=LXA46_05170
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1037806	1038150	+	WP_000613700.1	WP_000613700.1		ribosomal-processing cysteine protease Prp			LXA46_RS05180	345	114	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1038167	1038460	+					rpmA		LXA46_RS05185	294		old_locus_tag=LXA46_05175
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1038167	1038460	+	WP_000916509.1	WP_000916509.1		50S ribosomal protein L27	rpmA		LXA46_RS05185	294	97	
gene	pseudogene	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1038786	1038934	-							LXA46_RS05190	149		partial;pseudo;old_locus_tag=LXA46_05180
CDS	without_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1038786	1038934	-				TIGR03943 family protein			LXA46_RS05190	149		partial;pseudo
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1039414	1040331	+							LXA46_RS05195	918		old_locus_tag=LXA46_05185
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1039414	1040331	+	WP_000587447.1	WP_000587447.1		bifunctional riboflavin kinase/FAD synthetase			LXA46_RS05195	918	305	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1040424	1041272	-							LXA46_RS05200	849		old_locus_tag=LXA46_05190
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1040424	1041272	-	WP_000592059.1	WP_000592059.1		YitT family protein			LXA46_RS05200	849	282	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1041414	1042253	+							LXA46_RS05205	840		old_locus_tag=LXA46_05195
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1041414	1042253	+	WP_000161399.1	WP_000161399.1		DegV family protein			LXA46_RS05205	840	279	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1042359	1042634	+							LXA46_RS05210	276		old_locus_tag=LXA46_05200
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1042359	1042634	+	WP_001284639.1	WP_001284639.1		HU family DNA-binding protein			LXA46_RS05210	276	91	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1043060	1044961	+							LXA46_RS05215	1902		old_locus_tag=LXA46_05205
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1043060	1044961	+	WP_000584880.1	WP_000584880.1		ABC-F family ATP-binding cassette domain-containing protein			LXA46_RS05215	1902	633	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1044964	1045827	+							LXA46_RS05220	864		old_locus_tag=LXA46_05210
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1044964	1045827	+	WP_000400556.1	WP_000400556.1		XRE/MutR family transcriptional regulator			LXA46_RS05220	864	287	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1045907	1047085	+							LXA46_RS05225	1179		old_locus_tag=LXA46_05215
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1045907	1047085	+	WP_001083025.1	WP_001083025.1		MFS transporter			LXA46_RS05225	1179	392	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1047178	1049136	+					ligA		LXA46_RS05230	1959		old_locus_tag=LXA46_05220
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1047178	1049136	+	WP_001042585.1	WP_001042585.1		NAD-dependent DNA ligase LigA	ligA		LXA46_RS05230	1959	652	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1049248	1051527	+					pulA		LXA46_RS05235	2280		old_locus_tag=LXA46_05225
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1049248	1051527	+	WP_000283071.1	WP_000283071.1		type I pullulanase	pulA		LXA46_RS05235	2280	759	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1052072	1053496	+							LXA46_RS05240	1425		old_locus_tag=LXA46_05230
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1052072	1053496	+	WP_000199387.1	WP_000199387.1		NADP-dependent glyceraldehyde-3-phosphate dehydrogenase			LXA46_RS05240	1425	474	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1053979	1055907	+					glgB		LXA46_RS05245	1929		old_locus_tag=LXA46_05235
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1053979	1055907	+	WP_000370260.1	WP_000370260.1		1,4-alpha-glucan branching protein GlgB	glgB		LXA46_RS05245	1929	642	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1055897	1057039	+							LXA46_RS05250	1143		old_locus_tag=LXA46_05240
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1055897	1057039	+	WP_000787276.1	WP_000787276.1		glucose-1-phosphate adenylyltransferase			LXA46_RS05250	1143	380	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1057029	1058168	+					glgD		LXA46_RS05255	1140		old_locus_tag=LXA46_05245
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1057029	1058168	+	WP_000687067.1	WP_000687067.1		glucose-1-phosphate adenylyltransferase subunit GlgD	glgD		LXA46_RS05255	1140	379	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1058165	1059598	+					glgA		LXA46_RS05260	1434		old_locus_tag=LXA46_05250
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1058165	1059598	+	WP_000697295.1	WP_000697295.1		glycogen synthase GlgA	glgA		LXA46_RS05260	1434	477	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1059657	1060028	+							LXA46_RS05265	372		old_locus_tag=LXA46_05255
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1059657	1060028	+	WP_001808482.1	WP_001808482.1		HAD-IB family phosphatase			LXA46_RS05265	372	123	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1060099	1060302	+							LXA46_RS05270	204		old_locus_tag=LXA46_05260
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1060099	1060302	+	WP_186004740.1	WP_186004740.1		HAD hydrolase family protein			LXA46_RS05270	204	67	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1060311	1061426	+							LXA46_RS05275	1116		old_locus_tag=LXA46_05265
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1060311	1061426	+	WP_000706421.1	WP_000706421.1		glycerate kinase			LXA46_RS05275	1116	371	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1061423	1061869	-							LXA46_RS05280	447		old_locus_tag=LXA46_05270
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1061423	1061869	-	WP_000131076.1	WP_000131076.1		YueI family protein			LXA46_RS05280	447	148	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1062033	1063337	+					eno		LXA46_RS05285	1305		old_locus_tag=LXA46_05275
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1062033	1063337	+	WP_000022813.1	WP_000022813.1		phosphopyruvate hydratase	eno		LXA46_RS05285	1305	434	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1063491	1064654	-							LXA46_RS05290	1164		old_locus_tag=LXA46_05280
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1063491	1064654	-	WP_001021837.1	WP_001021837.1		site-specific integrase			LXA46_RS05290	1164	387	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1064729	1065577	-							LXA46_RS05295	849		old_locus_tag=LXA46_05285
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1064729	1065577	-	WP_000700645.1	WP_000700645.1		helix-turn-helix transcriptional regulator			LXA46_RS05295	849	282	
gene	pseudogene	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1065697	1065900	+							LXA46_RS05300	204		partial;pseudo;old_locus_tag=LXA46_05290
CDS	without_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1065697	1065900	+				helix-turn-helix transcriptional regulator			LXA46_RS05300	204		partial;pseudo
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1066150	1066416	+							LXA46_RS05305	267		old_locus_tag=LXA46_05295
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1066150	1066416	+	WP_000404762.1	WP_000404762.1		hypothetical protein			LXA46_RS05305	267	88	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1066427	1066579	+							LXA46_RS05310	153		old_locus_tag=LXA46_05300
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1066427	1066579	+	WP_000706985.1	WP_000706985.1		hypothetical protein			LXA46_RS05310	153	50	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1066784	1067401	+							LXA46_RS05315	618		old_locus_tag=LXA46_05305
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1066784	1067401	+	WP_000424676.1	WP_000424676.1		Rha family transcriptional regulator			LXA46_RS05315	618	205	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1067436	1067888	+							LXA46_RS05320	453		old_locus_tag=LXA46_05310
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1067436	1067888	+	WP_000141102.1	WP_000141102.1		hypothetical protein			LXA46_RS05320	453	150	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1067885	1068331	+							LXA46_RS05325	447		old_locus_tag=LXA46_05315
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1067885	1068331	+	WP_000171242.1	WP_000171242.1		DnaD domain protein			LXA46_RS05325	447	148	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1068343	1069227	+							LXA46_RS05330	885		old_locus_tag=LXA46_05320
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1068343	1069227	+	WP_000838905.1	WP_000838905.1		ATP-binding protein			LXA46_RS05330	885	294	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1069476	1070126	+							LXA46_RS05335	651		old_locus_tag=LXA46_05325
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1069476	1070126	+	WP_000138311.1	WP_000138311.1		hypothetical protein			LXA46_RS05335	651	216	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1070173	1070601	+							LXA46_RS05340	429		old_locus_tag=LXA46_05330
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1070173	1070601	+	WP_000918210.1	WP_000918210.1		hypothetical protein			LXA46_RS05340	429	142	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1070609	1070920	+							LXA46_RS05345	312		old_locus_tag=LXA46_05335
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1070609	1070920	+	WP_001113833.1	WP_001113833.1		hypothetical protein			LXA46_RS05345	312	103	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1070938	1071348	+							LXA46_RS05350	411		old_locus_tag=LXA46_05340
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1070938	1071348	+	WP_000162610.1	WP_000162610.1		hypothetical protein			LXA46_RS05350	411	136	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1071545	1071910	+							LXA46_RS05355	366		old_locus_tag=LXA46_05345
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1071545	1071910	+	WP_000551587.1	WP_000551587.1		type II toxin-antitoxin system RelE/ParE family toxin			LXA46_RS05355	366	121	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1071900	1072193	+							LXA46_RS05360	294		old_locus_tag=LXA46_05350
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1071900	1072193	+	WP_000794247.1	WP_000794247.1		helix-turn-helix transcriptional regulator			LXA46_RS05360	294	97	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1072211	1073401	+							LXA46_RS05365	1191		old_locus_tag=LXA46_05355
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1072211	1073401	+	WP_000123149.1	WP_000123149.1		hypothetical protein			LXA46_RS05365	1191	396	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1073404	1073580	+							LXA46_RS05370	177		old_locus_tag=LXA46_05360
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1073404	1073580	+	WP_000346914.1	WP_000346914.1		hypothetical protein			LXA46_RS05370	177	58	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1073900	1074346	-							LXA46_RS05375	447		old_locus_tag=LXA46_05365
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1073900	1074346	-	WP_061631657.1	WP_061631657.1		tyrosine-type recombinase/integrase			LXA46_RS05375	447	148	
gene	pseudogene	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1074246	1075091	-							LXA46_RS05380	846		pseudo;old_locus_tag=LXA46_05370
CDS	without_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1074246	1075091	-				IS630 family transposase			LXA46_RS05380	846		pseudo
gene	pseudogene	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1075262	1075417	+							LXA46_RS05385	156		partial;pseudo;old_locus_tag=LXA46_05375
CDS	without_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1075262	1075417	+				diacylglycerol kinase family lipid kinase			LXA46_RS05385	156		partial;pseudo
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1075617	1078892	+					rexB		LXA46_RS05390	3276		old_locus_tag=LXA46_05380
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1075617	1078892	+	WP_000772372.1	WP_000772372.1		ATP-dependent nuclease subunit B	rexB		LXA46_RS05390	3276	1091	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1078889	1082539	+					addA		LXA46_RS05395	3651		old_locus_tag=LXA46_05385
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1078889	1082539	+	WP_000767212.1	WP_000767212.1		helicase-exonuclease AddAB subunit AddA	addA		LXA46_RS05395	3651	1216	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	1082754	1083932	+							LXA46_RS05400	1179		old_locus_tag=LXA46_05390
